RecordId,RecordType,Status,Parent,Reference,AccessCondition,Administrative Context,Arrangement,Copies Information,Custodial History,Date Range,Decimal Latitude,Decimal Longitude,Description Language,Description Language Code,Description Script,Description Script Code,End Date,Extent & Format,External Ref,Imm Source Acq,Legal Status,Level of Detail,Languages,Language Codes,Scripts,Script Codes,Material Type,MDARK,Note,ObjectURL,OrigInfo,Physical Characteristics,Project Collection,Publication Note,Related Material,Scope & Content,Sibling Order,Start Date,Title,User Conditions,Creators,Related Names,Related Places,Related Subjects,Related Archive Descriptions,,,Logical label
032-003384797,Fonds,Published,,EAP039/1,Unrestricted,,"The material has been arranged into four series – kBa’ ‘gyur, miscellaneous canonical material, rNying ma rGyud ‘bum and Rinpoche’s Private Library.","Digital copies have been retained by Gangtey Monastery, and deposited with the National Library and Archives of Bhutan.","Material in this collection was copied as part of the project: EAP039 Digital Documentation of the Manuscript Collection in Gangtey. RAW and JPEG images were made, and deposited with The British Library. Copies were also deposited with the National Library and Archives of Bhutan. The originals are held by Gangtey Monastery. Information used to create this catalogue was supplied by the Project.",1690-1692,,,English,eng,Latin,Latn,1692,"5 hard drives containing 485 volumes, consisting of 135785 TIFF Images",,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000001,,,Original material is held by Gangtey Monastery.,,Digital documentation of manuscript collection in Gangtey,,,"This collection includes a set of the 100-volume bKa’ ’gyur, two sets of the 46-volume rNying ma rGyud ’bum, the world’s largest Astasahasrikaprajńaparamita, and about a hundred miscellaneous titles.Written in the dBu can script, the cursive dBu med script, the ‘Bru tsha script and the Khyug yig script.Originals dated as: c 14th-early 20th century.",0,1690,Gangtey Monastery Collection,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
036-003384798,Series,Published,032-003384797,EAP039/1/1,Unrestricted,,The material is arranged by titled volumes. An EAP Reference Number has been added.,,,1690-1692,,,English,eng,Latin,Latn,1692,"13 titles comprising 109 volumes, or 42,311 TIFF images",,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000002,,,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,1,1690,bKa’ ‘gyur,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385023,File,Published,037-003384977,EAP039/1/3/2/46,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,391 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000e3,,http://eap.bl.uk/database/overview_item.a4d?catId=241066;r=329,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,46,1635,rNying ma rgyud ‘bum (B): Volume 46,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384982,File,Published,037-003384977,EAP039/1/3/2/5,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,416 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000ba,,http://eap.bl.uk/database/overview_item.a4d?catId=241014;r=2032,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,5,1635,rNying ma rgyud ‘bum (B): Volume 5,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384983,File,Published,037-003384977,EAP039/1/3/2/6,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,368 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000bb,,http://eap.bl.uk/database/overview_item.a4d?catId=241015;r=16681,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,6,1635,rNying ma rgyud ‘bum (B): Volume 6,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384984,File,Published,037-003384977,EAP039/1/3/2/7,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,428 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000bc,,http://eap.bl.uk/database/overview_item.a4d?catId=241016;r=19650,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,7,1635,rNying ma rgyud ‘bum (B): Volume 7,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384985,File,Published,037-003384977,EAP039/1/3/2/8,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,420 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000bd,,http://eap.bl.uk/database/overview_item.a4d?catId=241017;r=10006,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,8,1635,rNying ma rgyud ‘bum (B): Volume 8,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384986,File,Published,037-003384977,EAP039/1/3/2/9,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,432 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000be,,http://eap.bl.uk/database/overview_item.a4d?catId=241018;r=7686,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,9,1635,rNying ma rgyud ‘bum (B): Volume 9,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
036-003385024,Series,Published,032-003384797,EAP039/1/4,Unrestricted,,The material is arranged by titled volumes. An EAP Reference Number has been added.,,,14th century-20th century,,,English,eng,Latin,Latn,1999,"278 titles comprising 278 volumes, 54,287 TIFF images",,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000e4,,,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,4,1300,Rinpoche’s Private Library,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385025,File,Published,036-003385024,EAP039/1/4/1,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,190 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000e5,,http://eap.bl.uk/database/overview_item.a4d?catId=249735;r=29388,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,1,1300,dPal sva rod dha'I rgyud,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385034,File,Published,036-003385024,EAP039/1/4/10,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,300 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000ee,,http://eap.bl.uk/database/overview_item.a4d?catId=249744;r=14197,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,10,1300,Bai ro tsa na'I rnam thar,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385124,File,Published,036-003385024,EAP039/1/4/100,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,147 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000148,,http://eap.bl.uk/database/overview_item.a4d?catId=249835;r=11514,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,100,1300,mDo sde brtags sna rgyas pa,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385125,File,Published,036-003385024,EAP039/1/4/101,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,144 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000149,,http://eap.bl.uk/database/overview_item.a4d?catId=249836;r=20304,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,101,1300,Tshe khrid rdo rje phreng ba'i skor,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385126,File,Published,036-003385024,EAP039/1/4/102,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,282 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00014a,,http://eap.bl.uk/database/overview_item.a4d?catId=249837;r=26355,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,102,1300,kBa' brgyad yang gsang lo rgyus,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385127,File,Published,036-003385024,EAP039/1/4/103,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,362 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00014b,,http://eap.bl.uk/database/overview_item.a4d?catId=249838;r=29612,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,103,1300,Dam chos klongs grol snying thig gi lo rgyus,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385128,File,Published,036-003385024,EAP039/1/4/104,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,122 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00014c,,http://eap.bl.uk/database/overview_item.a4d?catId=249839;r=8870,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,104,1300,sNyan ngag me long,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385129,File,Published,036-003385024,EAP039/1/4/105,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,263 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00014d,,http://eap.bl.uk/database/overview_item.a4d?catId=249840;r=21006,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,105,1300,Byang chub rlung 'khor,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385130,File,Published,036-003385024,EAP039/1/4/106,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,168 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00014e,,http://eap.bl.uk/database/overview_item.a4d?catId=249841;r=30416,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,106,1300,rDo rje phag mo'i zab khrid skor,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385131,File,Published,036-003385024,EAP039/1/4/107,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,191 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00014f,,http://eap.bl.uk/database/overview_item.a4d?catId=249842;r=7479,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,107,1300,Klong chen pa'i bstan bcos thor bu thob yig,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385132,File,Published,036-003385024,EAP039/1/4/108,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,256 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000150,,http://eap.bl.uk/database/overview_item.a4d?catId=249843;r=17264,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,108,1300,Ngo bo rang bzhin thugs rje sna tshog rang grol mdzad pa,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385133,File,Published,036-003385024,EAP039/1/4/109,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,134 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000151,,http://eap.bl.uk/database/overview_item.a4d?catId=249844;r=1345,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,109,1300,Pad gling gter byon bdud rtsi sman sgrub lag len,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385035,File,Published,036-003385024,EAP039/1/4/11,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,283 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000ef,,http://eap.bl.uk/database/overview_item.a4d?catId=249745;r=2684,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,11,1300,Kun bzang dgongs 'dus skor,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385134,File,Published,036-003385024,EAP039/1/4/110,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,230 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000152,,http://eap.bl.uk/database/overview_item.a4d?catId=249845;r=30187,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,110,1300,Rig 'dzin thugs thig skor,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385135,File,Published,036-003385024,EAP039/1/4/111,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,284 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000153,,http://eap.bl.uk/database/overview_item.a4d?catId=249846;r=16594,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,111,1300,bDud rtsi sman sgrub skor,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385136,File,Published,036-003385024,EAP039/1/4/112,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,201 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000154,,http://eap.bl.uk/database/overview_item.a4d?catId=249847;r=3890,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,112,1300,rNal 'byor bzhi rim gsang chen sgrub pa'i klong yangs,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385137,File,Published,036-003385024,EAP039/1/4/113,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,265 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000155,,http://eap.bl.uk/database/overview_item.a4d?catId=249848;r=11121,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,113,1300,brDa yig za ma tog gi lde mig,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385138,File,Published,036-003385024,EAP039/1/4/114,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,212 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000156,,http://eap.bl.uk/database/overview_item.a4d?catId=249849;r=3105,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,114,1300,bKa' brgyad bde gshegs skor,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385139,File,Published,036-003385024,EAP039/1/4/115,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,230 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000157,,http://eap.bl.uk/database/overview_item.a4d?catId=249850;r=7401,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,115,1300,Dus chen bzhi'i ngos 'dzin tshul,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385140,File,Published,036-003385024,EAP039/1/4/116,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,155 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000158,,http://eap.bl.uk/database/overview_item.a4d?catId=249851;r=3049,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,116,1300,Thugs rje chen po mun sel sgron me'i srung ma mchod thags,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385141,File,Published,036-003385024,EAP039/1/4/117,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,120 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000159,,http://eap.bl.uk/database/overview_item.a4d?catId=249852;r=10000,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,117,1300,Klu bal 'dod kyi dbu sogs,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385142,File,Published,036-003385024,EAP039/1/4/118,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,101 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00015a,,http://eap.bl.uk/database/overview_item.a4d?catId=249853;r=28980,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,118,1300,Thugs sgrub bar chad kun sel skor,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385143,File,Published,036-003385024,EAP039/1/4/119,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,146 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00015b,,http://eap.bl.uk/database/overview_item.a4d?catId=249854;r=5367,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,119,1300,Bla ma dgongs 'dus,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385036,File,Published,036-003385024,EAP039/1/4/12,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,166 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000f0,,http://eap.bl.uk/database/overview_item.a4d?catId=249746;r=19383,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,12,1300,Klong gsal thod rgal lam khrid,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385144,File,Published,036-003385024,EAP039/1/4/120,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,195 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00015c,,http://eap.bl.uk/database/overview_item.a4d?catId=249855;r=16668,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,120,1300,Man ngag rgyud kyi lhan thabs 'chi zhags gcod pa'i ral gri,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385145,File,Published,036-003385024,EAP039/1/4/121,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,213 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00015d,,http://eap.bl.uk/database/overview_item.a4d?catId=249856;r=6,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,121,1300,Tshe lha dgu'i dkyil 'khor gyi cho ga,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385146,File,Published,036-003385024,EAP039/1/4/122,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,202 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00015e,,http://eap.bl.uk/database/overview_item.a4d?catId=249857;r=7137,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,122,1300,bKa' 'khor bar pai dkar chag nong ston gsung,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385147,File,Published,036-003385024,EAP039/1/4/123,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,160 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00015f,,http://eap.bl.uk/database/overview_item.a4d?catId=249858;r=8621,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,123,1300,dPal mgon nag po'i skangs ba chen po,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003385148,File,Published,036-003385024,EAP039/1/4/124,Unrestricted,,,,,14th century-20th century,,,English,eng,Latin,Latn,1999,225 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000160,,http://eap.bl.uk/database/overview_item.a4d?catId=249859;r=30269,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of miscellaneous titles from Gangtey Rinpoche’s private library.Originals dated as: c 14th century – c 20th century.,124,1300,bShad mdzod yid bzhin nor bugter gyi bang mdzod,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
